node,degree,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality,pagerank_centrality,views,partner,mature,days,clustering_coef
1773,707,0.10150753768844221,0.40638980992958273,0.13000011411672097,0.2424649511195571,0.010727710265906966,89506813,True,False,2784,0.0034980025724142627
4949,679,0.09748743718592966,0.4149767126905656,0.12112962370029728,0.2925580874666772,0.0093998757892129,46682923,True,False,2632,0.006560054913307353
3401,451,0.06475233309404164,0.3954634778738134,0.06899242012137506,0.15732671855549735,0.006893874511292737,20253246,True,True,2959,0.006819413648681941
6136,373,0.053553481694185216,0.3599446556655281,0.03876888793977397,0.11736096421735118,0.005283467403517257,178500544,True,False,2443,0.003978206347833607
166,345,0.04953338119167265,0.35200860821386687,0.03778779550324386,0.07889615612817188,0.004334863579451273,20516537,True,False,1736,0.01820020222446916
5842,328,0.04709260588657574,0.3929458907924818,0.047161929746176896,0.16167187110165818,0.004227241157356666,7448777,True,False,3556,0.0166517490862982
1924,309,0.044364680545585074,0.3856894140098266,0.03826976968956694,0.14997442507385222,0.004200109560673639,15814669,True,False,1651,0.014815281805573068
2732,274,0.03933955491744437,0.3605641817510109,0.026063640164422554,0.10291535620781096,0.0038344349365792836,3733303,True,True,2234,0.013529050025400391
2447,265,0.03804737975592247,0.3872449617248561,0.033299658530060595,0.13385247964398442,0.0033262207481766174,32861608,True,True,3820,0.018724985706117782
581,244,0.03503230437903805,0.3540457367977124,0.02461741930113311,0.08006914546753897,0.0036244285004583894,19383016,True,False,1145,0.003980300883761722
4196,227,0.03259152907394114,0.3648842529669657,0.02065453897591999,0.106458103467647,0.00261354538571067,717298,True,True,1523,0.027484308603953064
4016,223,0.032017229002153626,0.371472168549819,0.023274965954011097,0.10341207631920979,0.003003339867702364,30977250,True,True,2351,0.016038459984648326
3706,192,0.027566403445800435,0.3392598055018959,0.02070120211213103,0.04629645474579972,0.002904560401891143,74201622,True,False,1703,0.006108202443280977
2740,189,0.0271356783919598,0.37169186820324385,0.014967569464700096,0.1059989562019164,0.002408227110610982,13481914,True,False,2478,0.02797478329393223
2481,181,0.025987078248384782,0.3264590601016307,0.010561848950076521,0.0386562193761972,0.002343299329785913,14914146,True,False,2747,0.03609576427255985
4406,179,0.02569992821249103,0.33847909600039816,0.011720426701971392,0.05962649079782489,0.0024169705288662915,28680584,True,False,1956,0.008034649425648107
3285,177,0.025412778176597275,0.3636175603151763,0.012668848543016144,0.08255939986713659,0.002446481856048405,7882063,True,False,3093,0.021122239342578324
1598,160,0.02297200287150036,0.3461047890613864,0.017208799794548323,0.046230351074879265,0.0024472064035559508,29971672,True,True,1847,0.006210691823899371
6716,153,0.02196697774587222,0.3755689170811176,0.014102209539200383,0.10709897513860145,0.0017646896702663052,971621,True,False,1491,0.04936360509115927
93,151,0.021679827709978464,0.36426899866751666,0.01582105008226367,0.07425581478692965,0.002202418429218396,2499056,True,True,2621,0.027461368653421633
1883,148,0.021249102656137834,0.35370156340302544,0.01164342414809893,0.06154958083317976,0.0020219671067754383,34356681,True,False,2086,0.01516822945394374
5269,146,0.02096195262024408,0.35256512937128376,0.010898594896275437,0.06222712320258928,0.0019409112989295354,16346337,True,True,2116,0.02267359470949457
2466,146,0.02096195262024408,0.35100772057436563,0.009914415807695738,0.06796202486182765,0.001874681160533533,6613988,True,False,1834,0.020689655172413793
