id,days,mature,views,partner,new_id,username,created_at,profile_pic,broadcaster_type,game_name
37905227,2149,True,162078,False,5079,streat,2012-11-23,https://static-cdn.jtvnw.net/jtv_user_pictures/d9ba66ad-6c23-4817-935f-bd5609de5603-profile_image-300x300.png,affiliate,IRL
63102384,1574,True,1370,False,4281,IVIorph,2014-05-24,https://static-cdn.jtvnw.net/jtv_user_pictures/a258dbab-7197-4118-a5a4-aa016d6832b3-profile_image-300x300.jpg,non_partner,
109414094,1034,True,6043,False,992,skixs,2015-12-13,https://static-cdn.jtvnw.net/jtv_user_pictures/e801184e-2335-45f6-9371-4b29bf7c5d52-profile_image-300x300.png,affiliate,Remnant II
84163849,1319,True,94298,True,9021,TheKraeuterbutter,2015-03-02,https://static-cdn.jtvnw.net/jtv_user_pictures/efcfd266-582a-4c46-9bce-addd8f84caa6-profile_image-300x300.png,partner,IRL
38240837,2137,True,2323,False,330,Skippaddin,2012-12-05,https://static-cdn.jtvnw.net/jtv_user_pictures/09df915744149113-profile_image-300x300.png,non_partner,Overwatch 2
75568017,1411,True,807,False,2833,Abatti,2014-11-20,https://static-cdn.jtvnw.net/jtv_user_pictures/e160b102-fbc4-40d1-a91a-b8cb135565fd-profile_image-300x300.png,affiliate,World of Warcraft
38019892,2145,False,43650,False,5069,spatoSMG,2012-11-27,https://static-cdn.jtvnw.net/jtv_user_pictures/spatosmg-profile_image-263fab6dede3ca32-300x300.png,affiliate,Makers & Crafting
101004172,1137,False,27815,False,7798,Mita010,2015-08-30,https://static-cdn.jtvnw.net/jtv_user_pictures/e191aff5-7cfa-4651-9b18-86880b5d2a4d-profile_image-300x300.png,affiliate,Grounded
212738936,187,True,2356,False,5109,HardyDigital,2018-04-08,https://static-cdn.jtvnw.net/jtv_user_pictures/b55ef584-f802-41d3-9cf3-4739dfc1ccc5-profile_image-300x300.png,affiliate,Satisfactory
36580131,2196,True,8723,False,410,OzomaLp,2012-10-01,https://static-cdn.jtvnw.net/jtv_user_pictures/ozomalp-profile_image-b696ff3be4cbee8b-300x300.png,affiliate,FINAL FANTASY VIII Remastered
36206624,2213,False,1635,False,8219,Otaku_Herz,2012-09-15,https://static-cdn.jtvnw.net/jtv_user_pictures/b91b6dab-5cb2-43d5-8e27-1f02c9362f7b-profile_image-300x300.png,non_partner,osu!
79794063,1367,True,16344,False,2265,EvakeStudio,2015-01-14,https://static-cdn.jtvnw.net/jtv_user_pictures/79ab98ba-0062-40ef-9c4e-7064d00bb31e-profile_image-300x300.png,affiliate,Diablo IV
78873021,1377,True,24703,False,1520,Yannusi,2015-01-04,https://static-cdn.jtvnw.net/jtv_user_pictures/7ec171ae-774e-4e10-9ec9-0716b71e4533-profile_image-300x300.jpg,non_partner,Just Chatting
141856928,659,True,1985,False,2422,JazzyLutz,2016-12-12,https://static-cdn.jtvnw.net/jtv_user_pictures/93d60431-3c7a-4e17-a53a-bc094ed65d6d-profile_image-300x300.png,affiliate,Kingdom Hearts HD 1.5 + 2.5 ReMIX
82594934,1337,True,47164,False,1821,Todesberg,2015-02-13,https://static-cdn.jtvnw.net/jtv_user_pictures/41e08e57-1751-4c2f-aaa1-acee3d7e3710-profile_image-300x300.png,partner,Just Chatting
41411015,2012,False,7186,False,7664,DekuStrike_,2013-03-16,https://static-cdn.jtvnw.net/jtv_user_pictures/7aaa7224-eede-478d-a1b3-7ed5fb91a206-profile_image-300x300.jpg,affiliate,VALORANT
81214021,1352,True,4654,False,8566,Nauti27,2015-01-29,https://static-cdn.jtvnw.net/jtv_user_pictures/6950d8fc-9c87-45f3-9cf1-4f10f5070864-profile_image-300x300.png,non_partner,Tom Clancy's Rainbow Six Siege
32311281,2271,True,4156,False,1152,SayaVT,2012-07-21,https://static-cdn.jtvnw.net/jtv_user_pictures/5c15ee2a-c8b7-4d92-b45a-0604a3de7333-profile_image-300x300.png,non_partner,FINAL FANTASY XIV ONLINE
67976647,1532,False,3283,False,9140,daYorKi,2014-08-02,https://static-cdn.jtvnw.net/jtv_user_pictures/dayorki-profile_image-f8aa0de1594b18b9-300x300.jpeg,non_partner,Battlefield 2042
113836316,971,True,1039,False,156,d4nkstone,2016-01-25,https://static-cdn.jtvnw.net/jtv_user_pictures/a3f2a73b-ea80-40c7-a72d-5e473a7f0fc5-profile_image-300x300.png,non_partner,
38922970,2111,False,3044020,True,6193,Sephiron,2012-12-31,https://static-cdn.jtvnw.net/jtv_user_pictures/5ba71acf-6e87-4889-99b0-afdd6ea62c7e-profile_image-300x300.png,partner,Pokémon Trading Card Game Pocket
56018264,1676,False,1410,False,786,AmanoTC,2014-02-02,https://static-cdn.jtvnw.net/jtv_user_pictures/amanotc-profile_image-e943a944225853ea-300x300.png,non_partner,ARK: Survival Evolved
46371860,1909,False,20661,False,2905,Talladir,2013-07-20,https://static-cdn.jtvnw.net/jtv_user_pictures/talladir-profile_image-e3755e803e191360-300x300.png,affiliate,Warframe
30628039,2334,True,2685,False,9406,GLDnRoostR,2012-05-18,https://static-cdn.jtvnw.net/jtv_user_pictures/03a2c2cc-36d5-4ba1-a76a-864e5437c207-profile_image-300x300.png,affiliate,Cyberpunk 2077
105175998,1053,False,247,False,3997,ynwainsomnia,2015-10-25,https://static-cdn.jtvnw.net/jtv_user_pictures/97b1fd08-b118-4f73-8d5b-99aa101a2da4-profile_image-300x300.png,non_partner,
11544057,3113,False,4909,False,7661,Syrael,2010-04-02,https://static-cdn.jtvnw.net/jtv_user_pictures/2112cc80-9f4c-47bb-bc10-24a304c48b45-profile_image-300x300.png,non_partner,Elite: Dangerous
77197496,1398,True,603987,True,7091,Harald_van_Horn,2014-12-14,https://static-cdn.jtvnw.net/jtv_user_pictures/68bb04f0-9d5b-43c3-b280-63c3c88614a4-profile_image-300x300.png,partner,Miniatures & Models
126366875,855,True,1679,False,6350,toastbrot_____,2016-06-09,https://static-cdn.jtvnw.net/jtv_user_pictures/aaf9f9d2-6726-4a7b-89f6-b539cda67d72-profile_image-300x300.png,affiliate,Strinova
45269637,1933,False,2557429,True,364,june,2013-06-27,https://static-cdn.jtvnw.net/jtv_user_pictures/7eab7581-2237-4384-a9bf-09ddd4c0e338-profile_image-300x300.png,partner,World of Warcraft
47329829,1870,False,21837,False,7295,Andy_Sun,2013-08-09,https://static-cdn.jtvnw.net/jtv_user_pictures/andy_sun-profile_image-d98bde113bcc9cdf-300x300.jpeg,non_partner,
65541964,1562,True,11770,False,3364,nervrock_ger,2014-07-03,https://static-cdn.jtvnw.net/jtv_user_pictures/4176c1e0-3750-455a-9b4b-f7ffa126cbfc-profile_image-300x300.png,affiliate,World of Warcraft
87334627,1286,False,3311,False,4456,Dropwell_TV,2015-04-03,https://static-cdn.jtvnw.net/jtv_user_pictures/b1b47fb9-5627-4989-a8d6-b5598f8c4a0b-profile_image-300x300.png,affiliate,Farming Simulator 25
61893349,1626,True,182875,True,6200,Exidus,2014-04-30,https://static-cdn.jtvnw.net/jtv_user_pictures/9e53a39c-7df3-4984-b239-c374887d0cdb-profile_image-300x300.png,partner,Just Chatting
22760096,2684,True,5489,False,1543,RipperAT,2011-06-03,https://static-cdn.jtvnw.net/jtv_user_pictures/ripperat-profile_image-3244ac8fcd03046f-300x300.jpeg,non_partner,Escape from Tarkov
48040541,1875,False,79676,False,1512,PaulTerra94,2013-08-24,https://static-cdn.jtvnw.net/jtv_user_pictures/556da2f9-f964-4bd7-a8fc-b482aa627604-profile_image-300x300.png,affiliate,Shakes and Fidget
80486801,1360,True,9102,False,4846,NGN624,2015-01-21,https://static-cdn.jtvnw.net/jtv_user_pictures/56783d97-62c7-4d80-9188-b092787c28b5-profile_image-300x300.png,affiliate,F1 Manager 2022
120056949,926,True,10539,False,7776,derjan89,2016-03-28,https://static-cdn.jtvnw.net/jtv_user_pictures/derjan89-profile_image-f6199c8b03608c7f-300x300.jpeg,non_partner,Mario Kart 8
94456184,1205,False,387,False,1388,phimocs,2015-06-25,https://static-cdn.jtvnw.net/jtv_user_pictures/c488f584-bcdf-4152-94de-308ea964d133-profile_image-300x300.jpeg,non_partner,skribbl.io
47828062,1843,False,17034,False,1803,cherrytree5,2013-08-19,https://static-cdn.jtvnw.net/jtv_user_pictures/cherrytree5-profile_image-75604d25f73b3e41-300x300.jpeg,non_partner,The Legend of Zelda: Majora's Mask
40214830,2070,True,50997,True,4788,LuckAffe,2013-02-10,https://static-cdn.jtvnw.net/jtv_user_pictures/7148b5cd-63c9-4e6d-99d6-7ab8f6316b38-profile_image-300x300.png,partner,Just Chatting
21063961,2771,False,814883,False,5923,Bloodygood,2011-03-12,https://static-cdn.jtvnw.net/jtv_user_pictures/bloodygood-profile_image-94ffe5d4ee73cfc1-300x300.png,affiliate,IRL
36550698,2200,True,9008,False,143,Enigma9N,2012-09-30,https://static-cdn.jtvnw.net/jtv_user_pictures/enigma9n-profile_image-13344774cd8cadea-300x300.jpeg,affiliate,Just Chatting
152585009,550,True,324,False,2775,iDeadPoolq,2017-04-07,https://static-cdn.jtvnw.net/jtv_user_pictures/56befc7556e576dc-profile_image-300x300.png,non_partner,Call of Duty: Warzone
68459472,1524,False,2444,False,5656,LoneeRanger,2014-08-08,https://static-cdn.jtvnw.net/jtv_user_pictures/20cd4085-63d9-4b02-893a-a354f4168aee-profile_image-300x300.png,non_partner,
42567425,1988,False,2782,False,1019,NecrotizerGaming,2013-04-17,https://static-cdn.jtvnw.net/jtv_user_pictures/921f1bba-57d4-477a-a372-14788b3e7386-profile_image-300x300.jpg,non_partner,Warframe
42075445,2012,False,3447,False,764,neXGam_Civilization,2013-04-04,https://static-cdn.jtvnw.net/jtv_user_pictures/nexgam_civilization-profile_image-f127a3402a3be53e-300x300.jpeg,non_partner,Special Events
