node,degree,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality,pagerank_centrality,clustering_coef,louvain_community,lp_community,id,days,mature,views,partner,new_id,username,created_at,profile_pic,broadcaster_type,game_name,day_of_year,is_leap,days_in_year,normalized_day,sin_created_at,cos_created_at
1076,6,0.0013686131386861,0.3083415388943593,0.0004675916279433,0.0012204615830218,0.0001426669602277,0.1333333333333333,6,0,43622128,4225,False,2002,False,1076,Iggy5557,2013-05-17,https://static-cdn.jtvnw.net/jtv_user_pictures/iggy5557-profile_image-4a775050a91092ff-300x300.png,non_Streamer,World of Warcraft,137.0,False,365,2.341132059661435,0.717676913675962,-0.6963762255968722
1090,1,0.000228102189781,0.2569452584691126,0.0,5.073521429228673e-05,5.014657415887395e-05,0.0,6,0,32314097,4525,True,1885,False,1090,AnnoArincass,2012-07-21,https://static-cdn.jtvnw.net/jtv_user_pictures/c065ccb2-0624-4541-9aa4-52357d79a616-profile_image-300x300.png,affiliate,Minion Masters,203.0,True,366,3.4677689400280776,-0.32042327339191096,-0.947274472298717
633,45,0.0102645985401459,0.3929723915381857,0.0012810897776423,0.0164315341192835,0.0005289742794306,0.105050505050505,1,0,112985248,3251,False,14538,False,633,Blifer,2016-01-16,https://static-cdn.jtvnw.net/jtv_user_pictures/blifer-profile_image-f5d619734ae95b74-300x300.png,affiliate,Sea of Thieves,16.0,True,366,0.2575075945565404,0.2546711202412287,0.9670277247913204
2238,8,0.0018248175182481,0.3725990141084481,0.0001723147748643,0.0088727834631122,0.0001254347537233,0.25,2,0,54595718,3990,True,8541,False,2238,Wape98,2014-01-07,https://static-cdn.jtvnw.net/jtv_user_pictures/6ad7474cc9a8bcf7-profile_image-300x300.jpeg,affiliate,Mir Tankov,7.0,False,365,0.10328523792623977,0.10310169744743485,0.9946708199115211
1662,11,0.0025091240875912,0.3598456866124928,5.5886178021326826e-05,0.0065194903326763,0.0001530283886257,0.1454545454545454,3,0,72920173,3712,False,49854,False,1662,KaverTV,2014-10-12,https://static-cdn.jtvnw.net/jtv_user_pictures/0dc24bdc-090f-49e1-8f87-4fe7bc423a07-profile_image-300x300.png,affiliate,Project Zomboid,285.0,False,365,4.888834595175349,-0.9844738167520923,0.17553149042142777
464,2,0.000456204379562,0.2700172456270017,3.3403219906898503e-06,0.000315466584659,6.473423403790027e-05,0.0,0,0,64480092,3830,True,5735,False,464,RPG2NDFLOOR,2014-06-16,https://static-cdn.jtvnw.net/jtv_user_pictures/d0bc863e-603b-484e-b5ca-36d262f0c64e-profile_image-300x300.png,non_Streamer,MechWarrior Online,167.0,False,365,2.857558249292634,0.28023067519921585,-0.9599326896597447
1103,5,0.0011405109489051,0.3362736825956892,3.609025623061144e-05,0.002829979869633,9.001615898733358e-05,0.0,5,0,66103338,3805,True,37236,False,1103,DeB9lmblu ,2014-07-11,https://static-cdn.jtvnw.net/jtv_user_pictures/2585cd86d3128c79-profile_image-300x300.png,affiliate,Destiny 2,192.0,False,365,3.2879134073186327,-0.14579919691987442,-0.9893142039703664
1131,10,0.0022810218978102,0.3848314606741573,1.3413623194109802e-05,0.016956412704791,0.000133772698808,0.4222222222222222,2,0,46262362,4163,False,1596,False,1131,nekkzota2,2013-07-18,https://static-cdn.jtvnw.net/jtv_user_pictures/nekkzota2-profile_image-37ce2c30cfc734de-300x300.png,non_Streamer,,199.0,False,365,3.4084128515659127,-0.2636654927280072,-0.9646141756912435
1478,67,0.0152828467153284,0.4177227251071939,0.0016632615436027,0.0466409180769759,0.0006994808138503,0.2062415196743555,11,0,44862199,4194,True,7017,False,1478,Vladds,2013-06-17,https://static-cdn.jtvnw.net/jtv_user_pictures/e8a84241-5e17-4485-8b37-08993e0ab3fd-profile_image-300x300.png,affiliate,Just Chatting,168.0,False,365,2.874772455613674,0.26366549272800704,-0.9646141756912435
489,8,0.0018248175182481,0.3476054551221059,2.732697239358051e-05,0.0044804441184222,0.0001195130660395,0.3571428571428571,3,0,143803289,2897,False,4144,False,489,headhunterjz,2017-01-04,https://static-cdn.jtvnw.net/jtv_user_pictures/5a63317a-0109-4bed-bdac-12e673233722-profile_image-300x300.jpg,affiliate,Apex Legends,4.0,False,365,0.051642618963119884,0.051619667223253764,0.998666816288476
