id,days,mature,views,partner,new_id,username,created_at,profile_pic,broadcaster_type,game_name
43622128,1910,False,2002,False,1076,Iggy5557,2013-05-17,https://static-cdn.jtvnw.net/jtv_user_pictures/iggy5557-profile_image-4a775050a91092ff-300x300.png,non_Streamer,World of Warcraft
32314097,2273,True,1885,False,1090,AnnoArincass,2012-07-21,https://static-cdn.jtvnw.net/jtv_user_pictures/c065ccb2-0624-4541-9aa4-52357d79a616-profile_image-300x300.png,affiliate,Minion Masters
112985248,998,False,14538,False,633,Blifer,2016-01-16,https://static-cdn.jtvnw.net/jtv_user_pictures/blifer-profile_image-f5d619734ae95b74-300x300.png,affiliate,Sea of Thieves
54595718,1738,True,8541,False,2238,Wape98,2014-01-07,https://static-cdn.jtvnw.net/jtv_user_pictures/6ad7474cc9a8bcf7-profile_image-300x300.jpeg,affiliate,Mir Tankov
72920173,1461,False,49854,False,1662,KaverTV,2014-10-12,https://static-cdn.jtvnw.net/jtv_user_pictures/0dc24bdc-090f-49e1-8f87-4fe7bc423a07-profile_image-300x300.png,affiliate,Project Zomboid
64480092,1574,True,5735,False,464,RPG2NDFLOOR,2014-06-16,https://static-cdn.jtvnw.net/jtv_user_pictures/d0bc863e-603b-484e-b5ca-36d262f0c64e-profile_image-300x300.png,non_Streamer,MechWarrior Online
66103338,1550,True,37236,False,1103,DeB9lmblu ,2014-07-11,https://static-cdn.jtvnw.net/jtv_user_pictures/2585cd86d3128c79-profile_image-300x300.png,affiliate,Destiny 2
46262362,1906,False,1596,False,1131,nekkzota2,2013-07-18,https://static-cdn.jtvnw.net/jtv_user_pictures/nekkzota2-profile_image-37ce2c30cfc734de-300x300.png,non_Streamer,
44862199,1943,True,7017,False,1478,Vladds,2013-06-17,https://static-cdn.jtvnw.net/jtv_user_pictures/e8a84241-5e17-4485-8b37-08993e0ab3fd-profile_image-300x300.png,affiliate,Just Chatting
143803289,629,False,4144,False,489,headhunterjz,2017-01-04,https://static-cdn.jtvnw.net/jtv_user_pictures/5a63317a-0109-4bed-bdac-12e673233722-profile_image-300x300.jpg,affiliate,Apex Legends
27185730,2475,False,413418,False,2467,Dozkoz,2012-01-02,https://static-cdn.jtvnw.net/jtv_user_pictures/dozkoz-profile_image-b95da35d64e72652-300x300.jpeg,non_Streamer,Just Chatting
118873680,937,False,4230,False,4133,alexd108pfs,2016-03-16,https://static-cdn.jtvnw.net/jtv_user_pictures/fce756e5-2e6c-4a7a-a1c1-072619262de8-profile_image-300x300.png,affiliate,The Callisto Protocol
43223998,1970,False,29549,False,3892,TWOSTXPPVZZ,2013-05-05,https://static-cdn.jtvnw.net/jtv_user_pictures/4698ed58-fe5e-4984-b2a9-d2490fa0c7a8-profile_image-300x300.png,affiliate,Microsoft Flight Simulator
116886173,959,True,7352,False,1436,Dimaxxus,2016-02-24,https://static-cdn.jtvnw.net/jtv_user_pictures/28f6bc3a-dc28-44e4-bb7a-10c47c4f97b3-profile_image-300x300.png,affiliate,"Warhammer 40,000: Rogue Trader"
108386286,1047,False,281370,True,3226,bulochkaaa,2015-11-30,https://static-cdn.jtvnw.net/jtv_user_pictures/bf0ecb7f-66c1-4de4-9090-0ec36a932f28-profile_image-300x300.png,partner,FIVE NIGHTS AT FREDDY'S: HELP WANTED
55495866,1721,False,1008,False,1704,FLomka,2014-01-24,https://static-cdn.jtvnw.net/jtv_user_pictures/dbaa0425-68f1-491d-8065-6b537ab160e9-profile_image-300x300.png,non_Streamer,Kingdom Two Crowns
100272539,1147,True,6693,False,1292,ridgie_std,2015-08-22,https://static-cdn.jtvnw.net/jtv_user_pictures/a5bbf811-508c-4b26-a02c-b4a59a7c0c95-profile_image-300x300.png,affiliate,Art
46005692,1909,True,13100,False,1605,Rume73,2013-07-13,https://static-cdn.jtvnw.net/jtv_user_pictures/rume73-profile_image-cc6b08cb9f20b8c0-300x300.jpeg,non_Streamer,Grand Theft Auto V
102691286,1118,True,151066,False,1981,,,,account_Deleted,
61383019,1517,False,3960,False,196,vianotokano,2014-04-22,https://static-cdn.jtvnw.net/jtv_user_pictures/e64f60589e654f70-profile_image-300x300.jpeg,non_Streamer,Escape from Tarkov
129720054,818,False,59162,False,4232,Integra_Atreides,2016-07-16,https://static-cdn.jtvnw.net/jtv_user_pictures/439e634a-2180-4851-b169-bb46be131749-profile_image-300x300.png,affiliate,
55823083,1704,False,2579,False,1473,JackJaxon,2014-01-30,https://static-cdn.jtvnw.net/jtv_user_pictures/jackjaxon-profile_image-d8cc427e507168bd-300x300.jpeg,non_Streamer,Deadlock
75505340,1423,False,19528,False,3654,RuMalik,2014-11-19,https://static-cdn.jtvnw.net/jtv_user_pictures/3a0fddc9-4471-49c1-b4e2-3dc38c1e00ad-profile_image-300x300.jpeg,non_Streamer,Dota 2
75509026,1419,True,2202,False,1751,FLAT282,2014-11-19,https://static-cdn.jtvnw.net/jtv_user_pictures/flat282-profile_image-958fa4f69f8d6b68-300x300.jpeg,non_Streamer,Star Citizen
35650958,2241,False,46806,False,3034,,,,account_Deleted,The Elder Scrolls V: Skyrim
174295378,391,False,4807,False,1258,,,,account_Deleted,Path of Exile
78514379,1357,False,8028,False,1192,funny_zevs,2014-12-31,https://static-cdn.jtvnw.net/jtv_user_pictures/funny_zevs-profile_image-413d5ca87e748e70-300x300.jpeg,non_Streamer,Dota 2
45179174,1935,False,11292,False,155,Brusni4ka24,2013-06-25,https://static-cdn.jtvnw.net/jtv_user_pictures/59b49628-43d3-4c60-8312-b02c4c2ff339-profile_image-300x300.png,affiliate,Just Chatting
52687077,1772,True,36580,False,2288,BUTOR163,2013-12-05,https://static-cdn.jtvnw.net/jtv_user_pictures/d33a8dfb-cf66-48ef-beb2-d7598612212e-profile_image-300x300.png,affiliate,Just Chatting
52351956,1777,False,8137,False,3090,Destroyds,2013-11-29,https://static-cdn.jtvnw.net/jtv_user_pictures/destroyds-profile_image-fc081fb0d4b14bd7-300x300.jpeg,affiliate,Clash of Clans
104194331,1077,False,2635,False,147,graceofgod_,2015-10-11,https://static-cdn.jtvnw.net/jtv_user_pictures/5b07a41c-479b-4535-a622-4156d2bc12fa-profile_image-300x300.png,non_Streamer,Cuphead
140303111,671,True,967,False,302,mike__md,2016-11-25,https://static-cdn.jtvnw.net/jtv_user_pictures/9f26f67c-90ad-431f-a8b9-1fae7b242dca-profile_image-300x300.png,non_Streamer,
162762288,465,False,26058,False,1911,Zloyuzbek,2017-07-04,https://static-cdn.jtvnw.net/jtv_user_pictures/85d9149d-5631-463b-9a27-6920845204e1-profile_image-300x300.png,affiliate,World of Warcraft
65664584,1560,False,41448,False,2993,Gogov_0,2014-07-05,https://static-cdn.jtvnw.net/jtv_user_pictures/87de8068-2527-4e67-8b52-28102a7d566d-profile_image-300x300.png,affiliate,My Hotel
151178595,569,True,5005,False,1793,allexdor,2017-03-22,https://static-cdn.jtvnw.net/jtv_user_pictures/a0cd52bb-11f2-438c-831c-da6f8bdc5a8b-profile_image-300x300.png,affiliate,DARK SOULS II: Scholar of the First Sin
24557004,2596,False,894923,False,2926,bigcyberboss,2011-09-03,https://static-cdn.jtvnw.net/jtv_user_pictures/76bf5c01-aaa4-4037-bb5d-542cea632555-profile_image-300x300.png,non_Streamer,WRC Generations
96961426,1176,True,11691,False,485,Zhe_Zel,2015-07-23,https://static-cdn.jtvnw.net/jtv_user_pictures/75821661dac7b8c2-profile_image-300x300.jpeg,affiliate,Dead Island 2
90062879,1259,True,3243,False,2908,Space_Loli,2015-05-02,https://static-cdn.jtvnw.net/jtv_user_pictures/53afcfbc-31c3-4a53-b653-a8a9cd824791-profile_image-300x300.png,non_Streamer,Disco Elysium
127550452,841,False,1498977,True,536,CatsPlayTV,2016-06-23,https://static-cdn.jtvnw.net/jtv_user_pictures/catsplaytv-profile_image-98e41f1483717e0c-300x300.jpeg,affiliate,Divinity: Original Sin II
126032241,416,True,686,False,3419,homeboyrussian,2016-06-05,https://static-cdn.jtvnw.net/jtv_user_pictures/homeboyrussian-profile_image-19059cb8c6454661-300x300.jpeg,non_Streamer,Grand Theft Auto: San Andreas
59982738,1656,False,192013,False,2879,jdom_chibaty,2014-03-31,https://static-cdn.jtvnw.net/jtv_user_pictures/jdom_chibaty-profile_image-1ada400dd386b982-300x300.png,affiliate,Dota 2
38488953,2127,True,7983,False,2117,RustamDobryi,2012-12-15,https://static-cdn.jtvnw.net/jtv_user_pictures/b5ee662b-c382-47cc-8a22-80dc80d926a8-profile_image-300x300.png,affiliate,League of Legends: Wild Rift
138562900,709,False,14228,False,3788,lalka329,2016-11-02,https://static-cdn.jtvnw.net/jtv_user_pictures/53aede3f-7c1b-4ac5-bffa-718f6a06230e-profile_image-300x300.png,affiliate,osu!
35642220,2241,False,13837,False,3705,Endorphinerush,2012-08-23,https://static-cdn.jtvnw.net/jtv_user_pictures/342dfdbc-3c75-46bc-bc1e-71f0c5cdb70d-profile_image-300x300.png,affiliate,World of Warcraft
94342638,1206,False,12037,False,1868,vertualoff,2015-06-24,https://static-cdn.jtvnw.net/jtv_user_pictures/41f1b48c-26e3-4f79-83dc-7168b4d62e78-profile_image-300x300.png,affiliate,Genshin Impact
114563436,978,False,11113,False,765,DOORILLA,2016-02-01,https://static-cdn.jtvnw.net/jtv_user_pictures/doorilla-profile_image-f9fde52c8a8013cc-300x300.png,non_Streamer,Terraria
65414821,1564,False,4868,False,899,stealcorn,2014-07-01,https://static-cdn.jtvnw.net/jtv_user_pictures/stealcorn-profile_image-b6d0f8d1e8268f0e-300x300.png,affiliate,Dota 2
56028695,1713,False,52653,False,1893,biomode56,2014-02-02,https://static-cdn.jtvnw.net/jtv_user_pictures/biomode56-profile_image-48536c9e0dbc4bed-300x300.png,affiliate,The Binding of Isaac: Repentance
76928985,1402,False,213107,False,3536,Rubrex,2014-12-10,https://static-cdn.jtvnw.net/jtv_user_pictures/rubrex-profile_image-193baec84706c74c-300x300.png,affiliate,God of War Ragnarök
76120403,1414,False,10030,False,183,Eugene_Solo,2014-11-28,https://static-cdn.jtvnw.net/jtv_user_pictures/50cf0cc3-dcef-4540-8572-65b45db7546b-profile_image-300x300.png,affiliate,BUCKSHOT ROULETTE
148535048,591,False,1937,False,3097,traktorist018,2017-02-23,https://static-cdn.jtvnw.net/jtv_user_pictures/911f842d-93c9-4148-962c-2fea24f0de94-profile_image-300x300.png,affiliate,DARK SOULS III
98920810,1158,True,7169,False,1268,ENJL777,2015-08-11,https://static-cdn.jtvnw.net/jtv_user_pictures/enjl777-profile_image-e95fed34b417184f-300x300.png,affiliate,Atomic Heart
112054630,1008,False,7992,False,2349,HuXo4yXA,2016-01-08,https://static-cdn.jtvnw.net/jtv_user_pictures/44504a0e-0a19-4436-80b4-6e39df436b8a-profile_image-300x300.png,affiliate,Dark Souls: Remastered
47568600,1859,False,11686,False,3797,TheProfitVision,2013-08-14,https://static-cdn.jtvnw.net/jtv_user_pictures/theprofitvision-profile_image-0e902063463ec0f3-300x300.jpeg,non_Streamer,FIFA 17
100428289,1133,False,565,False,3796,BigManCW,2015-08-24,https://static-cdn.jtvnw.net/jtv_user_pictures/dadffc74-254c-4ad4-b05d-57e7e250c4c2-profile_image-300x300.jpg,affiliate,Borderlands 2
81654880,1348,False,63534,False,2743,CoopLandru,2015-02-02,https://static-cdn.jtvnw.net/jtv_user_pictures/576ce132-c3fe-4bb1-9a51-f151267a3927-profile_image-300x300.png,non_Streamer,Embr
63187140,1600,True,118198,False,1188,crazzy_raven,2014-05-26,https://static-cdn.jtvnw.net/jtv_user_pictures/d2fc999a-a705-44a4-9268-e961a615586c-profile_image-300x300.png,affiliate,Gothic II
191253422,267,False,13672,False,1573,ProDAL_TV,2018-01-17,https://static-cdn.jtvnw.net/jtv_user_pictures/b7af5616-70a3-4f7d-94fc-eb1b6c414cae-profile_image-300x300.jpg,affiliate,Rocket League
50084347,1826,True,91234,False,3497,TsubasaR,2013-10-12,https://static-cdn.jtvnw.net/jtv_user_pictures/63cd759f-4374-451b-9ff6-02eee4b7093c-profile_image-300x300.png,affiliate,Grand Theft Auto III
77838683,1385,True,5721,False,3405,666fm,2014-12-23,https://static-cdn.jtvnw.net/jtv_user_pictures/aed667bb-95f8-4627-8cd5-52d4ad8615dc-profile_image-300x300.png,affiliate,
39037094,2099,False,462,False,2679,hmusic77,2013-01-04,https://static-cdn.jtvnw.net/jtv_user_pictures/8422d32e-c200-49d9-aefb-ce3b3a4b97ca-profile_image-300x300.png,non_Streamer,UNDECEMBER
43564820,1966,False,14373,False,4250,Krabick,2013-05-15,https://static-cdn.jtvnw.net/jtv_user_pictures/891bcb14-203d-4444-a7fa-e06614223f73-profile_image-300x300.png,partner,Just Chatting
48929878,1855,True,34959,False,3844,vyoba,2013-09-13,https://static-cdn.jtvnw.net/jtv_user_pictures/91faf5c8-7241-49ba-b17f-213b035b2c63-profile_image-300x300.png,affiliate,Counter-Strike
38253132,2135,True,6009,False,1848,John92shepard,2012-12-06,https://static-cdn.jtvnw.net/jtv_user_pictures/john92shepard-profile_image-7eb5be2ef1d0f8a6-300x300.jpeg,affiliate,Silent Hill 2
113572151,994,False,33917,False,3382,SnowMiska,2016-01-22,https://static-cdn.jtvnw.net/jtv_user_pictures/028e1364-5e26-46c8-8d26-430c0ef12f26-profile_image-300x300.png,affiliate,IRL
138474675,710,False,43561,False,3820,Rage_911,2016-11-01,https://static-cdn.jtvnw.net/jtv_user_pictures/c77b3db7-e078-4187-9807-905be31e3e24-profile_image-300x300.png,affiliate,
47634857,1884,True,81335,False,3449,TrololoLove,2013-08-15,https://static-cdn.jtvnw.net/jtv_user_pictures/c884adc6-8ee4-4c95-8020-3886f15b5daf-profile_image-300x300.png,affiliate,S.T.A.L.K.E.R. 2: Heart of Chornobyl
122367271,904,False,63810,False,919,TheLabuten,2016-04-21,https://static-cdn.jtvnw.net/jtv_user_pictures/803b0dab-200e-4de0-8b06-e5451501d899-profile_image-300x300.png,affiliate,Just Chatting
140670858,682,False,40699,False,3164,nikolyasan,2016-11-29,https://static-cdn.jtvnw.net/jtv_user_pictures/328cd25b-1a41-4cf4-abc7-076e151c7958-profile_image-300x300.png,affiliate,Atomic Heart
96405887,1183,False,4831,False,1281,TheNeptoonLP,2015-07-17,https://static-cdn.jtvnw.net/jtv_user_pictures/ee5df1d9-7cfb-426f-8b00-35fb119643f8-profile_image-300x300.png,non_Streamer,Back 4 Blood
145693835,624,True,6250,False,3881,NOTONEstory,2017-01-23,https://static-cdn.jtvnw.net/jtv_user_pictures/e7aa4508-7388-444e-aa3f-0ea946bbce69-profile_image-300x300.png,affiliate,Delta Force
133829589,769,False,7065,False,2671,VenomHawke,2016-09-03,https://static-cdn.jtvnw.net/user-default-pictures-uv/294c98b5-e34d-42cd-a8f0-140b72fba9b0-profile_image-300x300.png,affiliate,Ghostwire: Tokyo
133492901,774,False,39776,False,495,Almazov13,2016-08-29,https://static-cdn.jtvnw.net/jtv_user_pictures/almazov13-profile_image-604dabb10d1ce585-300x300.png,affiliate,Deadlock
167095319,436,False,6722,False,1617,iamok_sss,2017-07-28,https://static-cdn.jtvnw.net/jtv_user_pictures/e04ce2ef-ec19-4581-9b74-af9bf61aa307-profile_image-300x300.png,affiliate,New World: Aeternum
42777431,1997,False,2991,False,3515,jetstream_famee,2013-04-23,https://static-cdn.jtvnw.net/jtv_user_pictures/jetstream_famee-profile_image-7352f87473d66496-300x300.png,affiliate,DREDGE
99766319,1150,False,35439,False,2196,DFN___,2015-08-19,https://static-cdn.jtvnw.net/jtv_user_pictures/76b1718f-4108-4101-a2d5-fb5596df379e-profile_image-300x300.png,partner,VLADiK BRUTAL
72555196,1455,False,144653,False,54,V0itokas,2014-10-06,https://static-cdn.jtvnw.net/jtv_user_pictures/7a544298-9c3d-4c8b-ac5b-70e620e92da6-profile_image-300x300.png,affiliate,Hearthstone
59333452,1662,False,33214,False,3685,pashavind,2014-03-21,https://static-cdn.jtvnw.net/jtv_user_pictures/1a853277-9a15-4546-9730-baf7dcf79723-profile_image-300x300.png,non_Streamer,Dota 2
54740008,1736,True,22405426,True,568,,,,account_Deleted,Dota 2
93189499,1220,False,24833,False,2884,Force_Kun,2015-06-10,https://static-cdn.jtvnw.net/jtv_user_pictures/force_kun-profile_image-8ac9023c23867059-300x300.jpeg,non_Streamer,Throne and Liberty
23649817,2631,False,13296,False,2773,v0VExxx,2011-07-24,https://static-cdn.jtvnw.net/jtv_user_pictures/v0vexxx-profile_image-69897cd0ab0fcdf6-300x300.jpeg,non_Streamer,Counter-Strike
151583296,504,False,463,False,4010,Bonniq,2017-03-26,https://static-cdn.jtvnw.net/jtv_user_pictures/0ee3a5ab-6d1b-4a38-bd23-da28b30cd06c-profile_image-300x300.png,non_Streamer,Dota 2
81307249,1351,True,8815,False,876,XardasMage,2015-01-30,https://static-cdn.jtvnw.net/jtv_user_pictures/0cf35ecf-0050-4f89-aeed-7d30042cd697-profile_image-300x300.png,affiliate,Northern Journey
91670993,1238,False,3222,False,1328,BananoFish,2015-05-22,https://static-cdn.jtvnw.net/jtv_user_pictures/8850105b-5cb9-4108-a62d-6a34c871d3a3-profile_image-300x300.png,affiliate,
150340669,578,False,950512,True,578,OpenMega,2017-03-13,https://static-cdn.jtvnw.net/jtv_user_pictures/635ee130b4d4f0f5-profile_image-300x300.png,non_Streamer,Just Chatting
50306174,1819,False,11712,False,3873,no1ronik1anymore,2013-10-18,https://static-cdn.jtvnw.net/user-default-pictures-uv/294c98b5-e34d-42cd-a8f0-140b72fba9b0-profile_image-300x300.png,affiliate,Just Chatting
39303191,2098,False,9457,False,2242,CHESTLAT,2013-01-13,https://static-cdn.jtvnw.net/jtv_user_pictures/cc33e078-0859-45fc-9c56-343b3de2e568-profile_image-300x300.png,affiliate,Just Chatting
46342069,1909,True,17678,False,4340,SickSinner,2013-07-20,https://static-cdn.jtvnw.net/jtv_user_pictures/d5ca52125af26053-profile_image-300x300.jpeg,affiliate,The Dark Pictures Anthology: Little Hope
98455005,1161,False,86651,False,1861,Suicide_Chickens,2015-08-06,https://static-cdn.jtvnw.net/jtv_user_pictures/bbb8c92f-ec9a-4e6e-8e1e-ef25b6391d8a-profile_image-300x300.png,affiliate,League of Legends
93755331,1213,False,10718,False,3204,Star1ch0k,2015-06-17,https://static-cdn.jtvnw.net/jtv_user_pictures/a90f21ac-e600-427f-aeab-c9759beec0b9-profile_image-300x300.jpeg,affiliate,Marvel's Spider-Man
50585650,1814,False,65198,False,25,maddybr,2013-10-24,https://static-cdn.jtvnw.net/jtv_user_pictures/maddybr-profile_image-edc3a8da2058df59-300x300.png,affiliate,Arma 3
40026492,2055,False,7127,False,205,Demonter31,2013-02-04,https://static-cdn.jtvnw.net/jtv_user_pictures/demonter31-profile_image-c4a65b9c0ed65aec-300x300.png,non_Streamer,League of Legends
