node,degree,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality,pagerank_centrality,clustering_coef,louvain_community,lp_community,id,days,mature,views,partner,new_id,username,created_at,profile_pic,broadcaster_type,game_name,day_of_year,is_leap,days_in_year,normalized_day,sin_created_at,cos_created_at
4867,9,0.0013744654856444,0.3882136716665678,2.2297692976387058e-06,0.005479778960127,5.3986793183007794e-05,0.3333333333333333,0,0,150417538,2829,True,775,False,4867,Gwencatgirldotexe,2017-03-14,https://static-cdn.jtvnw.net/jtv_user_pictures/73704b83-9791-4804-bc71-46c35a91482d-profile_image-300x300.png,affiliate,S.T.A.L.K.E.R. 2: Heart of Chornobyl,73.0,False,365,1.2394228551148774,0.9455963874271426,0.3253420847119801
3692,13,0.0019853390348197,0.3901567061907883,1.124850004908898e-05,0.0047324396705084,6.846833114287183e-05,0.2179487179487179,1,0,125723704,3114,True,2585,False,3692,Playonasm,2016-06-02,https://static-cdn.jtvnw.net/jtv_user_pictures/4c7feba0-a082-4099-88a9-027b8fb3e433-profile_image-300x300.png,non_Streamer,Rocket League,154.0,True,366,2.6265774644767124,0.4925480679538644,-0.8702852410301553
3816,25,0.0038179596823457,0.3785189895369674,2.6290612119182345e-05,0.0047401177823691,0.0001104125624297,0.3966666666666666,2,0,155971814,2776,False,1566,False,3816,Melt0n,2017-05-06,https://static-cdn.jtvnw.net/jtv_user_pictures/ba8ebd48-c0f9-48a8-a7f0-290237a8457e-profile_image-300x300.png,affiliate,Resident Evil 4,126.0,False,365,2.151775790129995,0.8359254794186372,-0.548842958284719
416,28,0.0042761148442272,0.393935747804115,4.954179242996705e-05,0.0068595588288641,0.0001187015635887,0.3068783068783068,2,0,35832890,4486,False,9713,False,416,PilouCrapou,2012-08-30,https://static-cdn.jtvnw.net/jtv_user_pictures/a34d2cca-ca1e-4ba5-a3ca-23342d6a20b8-profile_image-300x300.png,affiliate,Just Chatting,243.0,True,366,4.154455858845519,-0.8483511978123038,-0.5294338912181854
4502,30,0.0045815516188149,0.3947907874110696,0.0001355822840574,0.0045644204279522,0.0001423635452837,0.1517241379310344,4,0,46787750,4153,True,44529,False,4502,Hecthelion,2013-07-29,https://static-cdn.jtvnw.net/jtv_user_pictures/78f24e76-14da-4bf9-b0ad-2bc14bf6e2c1-profile_image-300x300.png,affiliate,Dark and Darker,210.0,False,365,3.5977691210973526,-0.4405187843504952,-0.8977433935342336
3536,39,0.0059560171044593,0.4024585125998771,9.519528715505229e-05,0.0090505584590741,0.0001628012267969,0.2348178137651821,1,0,45572798,4179,True,41660,False,3536,devil_95,2013-07-03,https://static-cdn.jtvnw.net/jtv_user_pictures/devil_95-profile_image-1dd6757839c8bc2d-300x300.png,non_Streamer,Skull and Bones,184.0,False,365,3.150199756750313,-0.008606996888688009,-0.9999629591162655
6286,45,0.0068723274282223,0.4451393609789259,0.0001182641326867,0.0214384221468521,0.0001789860437103,0.2494949494949495,0,0,38403495,4383,False,9116,False,6286,Ekliptor129,2012-12-11,https://static-cdn.jtvnw.net/jtv_user_pictures/ce5bb4e1-d122-40e6-82e9-3d78846c085e-profile_image-300x300.png,affiliate,Need for Speed: Unbound,346.0,True,366,5.92267467480043,-0.3527520865490943,0.9357168190404939
1918,11,0.0016799022602321,0.3522134366091119,4.237031423862893e-05,0.0014466705856187,7.9617727494648e-05,0.0909090909090909,4,0,42291985,4263,True,27452,False,1918,inteur,2013-04-10,https://static-cdn.jtvnw.net/jtv_user_pictures/4ac5bd88-b36e-4999-80ff-897680b9553d-profile_image-300x300.png,affiliate,Grand Theft Auto V,100.0,False,365,1.7042064257829563,0.9911140639934547,-0.1330147065341959
3259,159,0.024282223579719,0.3990979459986591,0.000981009795945,0.0156550325937602,0.0006840387410538,0.0230077223151023,0,0,137584596,2973,False,193768,True,3259,jeremyblive,2016-10-21,https://static-cdn.jtvnw.net/jtv_user_pictures/16d26ddf-609e-4198-b70f-a048f3e497af-profile_image-300x300.png,partner,Phasmophobia,295.0,True,366,5.047148853308192,-0.9444892287836614,0.3285423819108344
2527,78,0.0119120342089187,0.4480328429695518,0.0002206111571059,0.0238603155826591,0.0002923686406129,0.1435231435231435,0,0,66913313,3796,False,46796,False,2527,TheVox,2014-07-21,https://static-cdn.jtvnw.net/jtv_user_pictures/93504ebd-8e08-4f25-882a-167946528fb1-profile_image-300x300.png,affiliate,Pokémon Sword/Shield,202.0,False,365,3.4600554705290327,-0.3131070409358267,-0.9497178427914317
4494,57,0.0087049480757483,0.3731479370868475,6.107806496553062e-05,0.0065559192980536,0.000211859949316,0.2706766917293233,2,0,35957906,4481,False,2841,False,4494,sistraer,2012-09-04,https://static-cdn.jtvnw.net/jtv_user_pictures/sistraer-profile_image-b3a0784a91260ccd-300x300.jpeg,non_Streamer,T'ai Fu: Wrath of the Tiger,248.0,True,366,4.240291723697699,-0.8906165093267404,-0.45475513555610575
1731,5,0.0007635919364691,0.3216583976027902,1.3070539983316284e-06,0.000327874311224,4.210284448415534e-05,0.2,2,0,176243295,2627,False,5298,False,1731,Coffee,2017-10-02,https://static-cdn.jtvnw.net/jtv_user_pictures/25974c21-370e-4269-82cc-c285d9f6758c-profile_image-300x300.png,partner,The Elder Scrolls V: Skyrim,275.0,False,365,4.7166925319649495,-0.9999907397361901,0.004303538296243821
2878,33,0.0050397067806963,0.4307327983160111,5.623714991778665e-05,0.0140620055723283,0.0001374554889688,0.2556818181818182,0,0,73374753,3706,False,5594,False,2878,Funnycouch,2014-10-19,https://static-cdn.jtvnw.net/jtv_user_pictures/funnycouch-profile_image-728f70b6f7fa3925-300x300.jpeg,non_Streamer,Rocket League,292.0,False,365,5.009334039422629,-0.9562348265919058,0.2926003356333479
1827,12,0.0018326206475259,0.3447585952719423,6.963181239619727e-06,0.0013804442420681,6.740007150105158e-05,0.0909090909090909,1,0,91574826,3492,False,9458,False,1827,GeekoSphere,2015-05-21,https://static-cdn.jtvnw.net/jtv_user_pictures/a913385d-d26d-4bed-a142-967df9679191-profile_image-300x300.png,affiliate,Iceberg,141.0,False,365,2.409988884945595,0.6680638642135335,-0.7441039398713607
726,77,0.0117593158216249,0.4037240273753005,0.0003262447187708,0.0095476760227764,0.0003244831597459,0.0598086124401913,1,0,131270485,3052,True,180586,False,726,Nezumi_su,2016-08-03,https://static-cdn.jtvnw.net/jtv_user_pictures/5efd8f5d-a3e5-4048-b51f-ac92767d050a-profile_image-300x300.png,affiliate,League of Legends,216.0,True,366,3.690942188643746,-0.5221325810768248,-0.8528643314021597
1075,42,0.0064141722663408,0.4004892966360856,0.000429235985311,0.0075979456885778,0.0001823513905838,0.2880371660859466,2,0,63670984,3843,False,165169,False,1075,QLEXplore,2014-06-04,https://static-cdn.jtvnw.net/jtv_user_pictures/8072baa5-a875-4b9e-a74c-a3b5e929332c-profile_image-300x300.png,affiliate,Trauma Center: Under the Knife 2,155.0,False,365,2.6509877734401543,0.4711595076738638,-0.8820480249558537
3152,34,0.0051924251679902,0.3843850895215732,0.0001049567317952,0.0057932459986201,0.000154648862435,0.0855614973262032,0,0,37799198,4406,False,117104,False,3152,NuitBlancheTV,2012-11-18,https://static-cdn.jtvnw.net/jtv_user_pictures/nuitblanchetv-profile_image-13ca063440dbabb8-300x300.png,non_Streamer,Counter-Strike,323.0,True,366,5.527829696480401,-0.6855476064742156,0.7280278011569846
4162,7,0.0010690287110568,0.311779830492334,7.06443919692486e-07,0.0003104177892937,4.868846100031528e-05,0.4761904761904761,2,0,60811547,3895,False,865,False,4162,TeamZankioh,2014-04-13,https://static-cdn.jtvnw.net/jtv_user_pictures/teamzankioh-profile_image-87977ec998173ba5-300x300.png,non_Streamer,Vandal Hearts,103.0,False,365,1.7558490447460762,0.9829265519799822,-0.18399835165768005
936,36,0.0054978619425778,0.3770586202925256,1.2255917042902768e-05,0.006000255009767,0.0001416552732264,0.3603174603174603,2,0,30886244,2323,False,28865,False,936,,,,account_Deleted,Hearthstone,,False,365,,,
2481,34,0.0051924251679902,0.3909253731343283,4.281193173192977e-05,0.0082615223501812,0.0001353715546814,0.3458110516934046,2,0,28235867,4683,False,1261,False,2481,Eszik,2012-02-15,https://static-cdn.jtvnw.net/jtv_user_pictures/068fcbad1fc70dd5-profile_image-300x300.png,non_Streamer,Refunct,46.0,True,366,0.7725227836696212,0.6979441547663435,0.7161521883143933
2025,51,0.0077886377519853,0.4201745379876797,0.0002638818669882,0.0103256574416929,0.0002106482770871,0.1874509803921568,2,0,8901629,5522,False,53137,False,2025,Atshushi,2009-10-29,https://static-cdn.jtvnw.net/jtv_user_pictures/90ffd7dd-69ca-433f-bbb3-f747ec0658c3-profile_image-300x300.jpeg,partner,Resident Evil 5,302.0,False,365,5.181476102633028,-0.8919813464595487,0.45207220393230374
3124,3,0.0004581551618814,0.368196131354026,0.0,0.0031186023918481,3.355967849218639e-05,1.0,5,0,213393013,2437,False,3811,False,3124,StaynW54,2018-04-10,https://static-cdn.jtvnw.net/jtv_user_pictures/b95c7833-7a24-4432-a96d-06ef5d628f76-profile_image-300x300.png,non_Streamer,Call of Duty: Warzone,100.0,False,365,1.7042064257829563,0.9911140639934547,-0.1330147065341959
6310,36,0.0054978619425778,0.4062790841968108,9.702036792058194e-05,0.0091536065738546,0.0001579938525671,0.1365079365079365,5,0,135847847,2993,True,31763,False,6310,Sheitanina,2016-10-01,https://static-cdn.jtvnw.net/jtv_user_pictures/6b299cf8-6d60-4614-9060-5cbc49814748-profile_image-300x300.png,affiliate,Counter-Strike,275.0,True,366,4.703805393899472,-0.9999631612477099,-0.008583481082086734
917,11,0.0016799022602321,0.3538503107268306,0.0003103317499072,0.001806367101435,8.267543263140535e-05,0.2545454545454545,2,0,80824628,3608,True,674,False,917,iMioKun,2015-01-25,https://static-cdn.jtvnw.net/jtv_user_pictures/b59d839d-f338-43df-9c0a-84ea4f36c911-profile_image-300x300.png,non_Streamer,Art,25.0,False,365,0.41314095170495907,0.401487989205973,0.9158642882672872
1780,50,0.0076359193646915,0.3776893349483763,2.7292455716552933e-05,0.0073833628681115,0.000186658041923,0.3461224489795918,2,0,28381608,4678,False,36583,False,1780,Barrylesjambes,2012-02-20,https://static-cdn.jtvnw.net/jtv_user_pictures/1457725d-8fa6-407d-8c7e-1e5400d64587-profile_image-300x300.png,non_Streamer,Ghosts 'n Goblins Resurrection,51.0,True,366,0.8583586485218014,0.7567706633464626,0.653680474772006
4370,24,0.0036652412950519,0.4151924418236002,3.826544778067348e-05,0.0096922486020748,0.0001083736690827,0.2210144927536232,5,0,56306506,1709,False,11826,False,4370,,,,account_Deleted,Call of Duty: Black Ops III,,False,365,,,
1874,14,0.0021380574221136,0.357209099339916,1.618417607598459e-05,0.0017864698504382,7.937521086665409e-05,0.1208791208791208,1,0,90280606,3509,False,2001,False,1874,MetalCo,2015-05-04,https://static-cdn.jtvnw.net/jtv_user_pictures/859ccaec-3a6e-4157-8d6f-3b5e21536253-profile_image-300x300.png,non_Streamer,Dead by Daylight,124.0,False,365,2.1173473774879152,0.854322169749827,-0.5197438121555155
566,14,0.0021380574221136,0.3633538649353532,5.541758211271388e-05,0.0020235235368312,8.728584787741846e-05,0.1318681318681318,1,0,140740042,2933,False,9107,False,566,EchoesOfGeeks,2016-11-30,https://static-cdn.jtvnw.net/jtv_user_pictures/e12479e3-7aa9-4549-93f2-dad1c6aea2be-profile_image-300x300.png,affiliate,Honkai: Star Rail,335.0,True,366,5.733835772125634,-0.5221325810768248,0.8528643314021598
2184,33,0.0050397067806963,0.3954583886942867,4.678045083368778e-05,0.0071951238362945,0.0001445032059398,0.1893939393939394,1,0,71914876,3730,True,97104,True,2184,CynthiaB,2014-09-25,https://static-cdn.jtvnw.net/jtv_user_pictures/8fd830e6-2a8f-4a88-a6a0-eb6904461e99-profile_image-300x300.png,partner,Grand Theft Auto V,268.0,False,365,4.59619308771767,-0.9932568492674143,-0.11593459959550066
