node,degree,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality,pagerank_centrality,views,partner,mature,days,clustering_coef
1819,1004,0.2217804285398719,0.5158546514460476,0.11209998312998416,0.14612280629952773,0.0092421341274461,18196139,True,False,2221,0.01090155827338701
3719,986,0.21780428539871882,0.5162682806052827,0.11092313476936708,0.15498638129177242,0.008994558954842014,24711860,True,False,1689,0.013391542508829192
2475,718,0.15860393196377293,0.4853044136625517,0.055940695736591585,0.12359167669379481,0.006071446454020423,30545569,True,True,2306,0.03134384603132054
596,599,0.13231720786392756,0.46632406515096925,0.03598779612376271,0.11158391600364731,0.004955224576649814,4087642,True,False,925,0.02156325201981005
1565,578,0.12767837419924896,0.4872983122158198,0.040100438745085454,0.11362989849837628,0.004687532634028629,9362112,True,False,1877,0.03150767902226646
982,563,0.1243649215816214,0.47213723964845145,0.027337929100211347,0.12087436599986925,0.004484320074453456,5335000,True,False,1863,0.02783765162481116
4142,535,0.1181798100287166,0.4289542295311809,0.018391172019397627,0.09588361568845917,0.004198478905531103,4073448,True,True,1993,0.03628408414715251
4397,440,0.09719461011707534,0.48182831833270445,0.02665467223849986,0.11411239520756411,0.003426857701545345,4114167,True,False,1803,0.04602402153655001
2864,437,0.09653191959354981,0.4464608310732162,0.028658877992829873,0.06177903504420664,0.0041010245006637665,2924225,True,False,1302,0.01450674952238994
940,426,0.09410205434062294,0.4358822137025259,0.016497574845171396,0.07381642415997636,0.0035724061866037314,4921434,True,False,553,0.015421154377243855
2922,399,0.08813783962889331,0.4317070967130381,0.013417960688464563,0.08173966087880688,0.003121759443624394,1868705,True,False,1558,0.04008765632674651
182,385,0.08504528385244091,0.42862787348398645,0.011946072294874335,0.08488176533631059,0.0028917489935484176,2313101,True,True,2451,0.04657738095238095
781,380,0.08394079964656506,0.42157161067104276,0.011029713258898928,0.05296886133150063,0.0034110311448722497,2147047,True,False,1056,0.016955978336342176
68,360,0.07952286282306163,0.43672694667481765,0.009001418214090028,0.07921196353999703,0.002717713502588851,4353804,True,True,1903,0.05818632002476014
724,351,0.0775347912524851,0.4697261166945407,0.015826342765049566,0.10650323636178,0.002446996884283989,1143947,True,True,2315,0.08475376475376475
1890,346,0.07643030704660923,0.45292152443815875,0.010021863713745341,0.09444833511992733,0.002496106997584526,1427193,True,True,1189,0.06309793080338444
1397,343,0.07576761652308373,0.44351722984492403,0.012987525460475493,0.06196050531938348,0.0028157975663336407,16730655,True,False,2207,0.04257241743815321
4607,342,0.07554671968190856,0.43236973231812337,0.013869442527803895,0.06782132260764125,0.0027824696592176085,1172537,False,False,766,0.03294404143300578
1715,331,0.07311685442898166,0.45798415706575735,0.011513199525506404,0.08238646503565043,0.0024799432129525923,2967794,True,True,2311,0.05800604229607251
1351,326,0.07201237022310582,0.4157769455428153,0.012563792106253597,0.054756176464080826,0.0027732762175837543,11473871,True,False,2417,0.018763567720622935
3235,320,0.07068698917605479,0.4426460508430679,0.01153132880448723,0.07767524308380078,0.0024233705701780174,695020,True,True,1838,0.051920062695924765
1376,317,0.07002429865252927,0.4328264755290615,0.008131325746556882,0.07792175821719412,0.0023256174956923174,2736354,True,False,2147,0.057860479974443955
2278,305,0.06737353655842722,0.4122024958555074,0.006646038878721322,0.06275104057306229,0.0022843954353841413,1910453,True,True,1066,0.0407679033649698
1826,305,0.06737353655842722,0.4383836289936891,0.007876305041188901,0.07749052456504432,0.0023030993474693236,2493715,True,True,2539,0.06246764452113891
1822,304,0.06715263971725205,0.46550527676968784,0.012511398988419232,0.09611143450803142,0.00218187011434061,1193946,True,False,1918,0.0716953274274796
1084,303,0.06693174287607688,0.4140580697918344,0.00919549496678443,0.038796771835421864,0.002781410974208501,1111200,True,False,1278,0.018709155683780298
2480,294,0.06494367130550033,0.44134568054094375,0.010029479649885284,0.08217082591638575,0.0021664155746963856,1018079,True,False,1736,0.06709851175965266
1114,291,0.06428098078197482,0.46084070446667874,0.010703351978532654,0.08766497860106127,0.0021849410148746637,1810171,True,False,1704,0.06467590946794644
1971,289,0.06383918709962448,0.40972928088037436,0.007426620271792628,0.05693901105900939,0.0023421483336368704,3794262,True,False,1508,0.058799500192233754
574,284,0.06273470289374862,0.44588663332846434,0.006137332717301241,0.08813442722949186,0.0019746212248824644,333288,True,False,1113,0.09264420444931071
2283,280,0.061851115529047936,0.4118634825627449,0.006059513669632745,0.05937769897956396,0.002129795940706089,1816751,True,False,1670,0.055299539170506916
811,270,0.05964214711729623,0.42499029605696537,0.009222145006420083,0.045623892647517185,0.0022849461902118597,4221808,True,True,2129,0.017100371747211896
499,265,0.05853766291142037,0.45465773123011377,0.01021985668290533,0.07451637492553662,0.0020636668456361583,1312788,True,False,1777,0.06017724413950829
1264,262,0.05787497238789486,0.4607935885578282,0.009829085041119677,0.08207063410600038,0.0019453697080046857,331173,True,False,2768,0.09230499254189699
2751,262,0.05787497238789486,0.42439002727722386,0.0076865860883834,0.05322671620968055,0.0021440577303080115,2371729,True,False,1551,0.05445877570120792
2306,258,0.056991385023194174,0.43936655192865254,0.007931625041300102,0.06826911344353179,0.0019826496706408445,2134346,True,False,2012,0.05483666636503484
2112,256,0.05654959134084383,0.42319456241165426,0.009921407784808033,0.043827573589309256,0.0022852372377281435,3055407,True,False,1550,0.0194546568627451
2847,256,0.05654959134084383,0.4326187454102628,0.008310105440031955,0.04875677647251696,0.0021501922431483543,784483,True,True,2456,0.029044117647058824
2408,254,0.05610779765849348,0.42196630368730625,0.004952334714723032,0.06345631783769347,0.0018742470893049203,5561802,True,False,1778,0.06124926083844263
406,251,0.055445107134967975,0.4465050613913332,0.0064869428423820425,0.05957277995083479,0.001980347693790018,2495428,True,False,2392,0.05054980079681275
1254,248,0.05478241661144246,0.4350827386508464,0.006287928639736345,0.07016435951552201,0.0018317664809484482,1612770,True,False,1704,0.0563210134517435
4415,245,0.054119726087916945,0.43295120938368087,0.004838439177745524,0.06958629297502555,0.0017209055896310577,275011,True,True,963,0.07972566075610572
2831,240,0.05301524188204109,0.4373202105263068,0.004931491573626516,0.07102801154982093,0.0017303377472111241,548986,True,False,1072,0.09424686192468619
1728,238,0.052573448199690745,0.39646570106299417,0.0070222346184655145,0.03873076582194771,0.0020008112412879006,18736265,True,False,2018,0.016452150480445342
4151,236,0.052131654517340406,0.45360528277819223,0.005752331811322131,0.07630332501475633,0.0016546620499096796,179046,True,True,1799,0.10602235845654526
291,235,0.05191075767616524,0.44190823509011845,0.0034914654625985806,0.08613681012114337,0.0015908542974224402,537877,True,False,1403,0.12307692307692308
735,232,0.05124806715263972,0.4495334220710271,0.003984613196364876,0.07916922991079307,0.0015751788364918504,395493,True,True,2186,0.11815196297954919
1585,231,0.051027170311464545,0.4339516743389291,0.00523173143237898,0.07246768279186792,0.0016853792087909716,1088849,True,False,1209,0.07795972143798231
4331,230,0.050806273470289376,0.4250303743572348,0.0038989070267410044,0.06650601414814504,0.001640519684750139,1201330,True,False,1987,0.09413328270362635
4295,228,0.05036447978793904,0.4274895276187155,0.008326011322181052,0.0537301728259222,0.0018102158095766382,3057729,True,True,1846,0.03945436277919468
847,225,0.04970178926441352,0.4511533623307425,0.005296924817431798,0.07848389244154201,0.0016003384879326125,343830,True,False,1983,0.12047619047619047
3830,223,0.049259995582063176,0.4349987539507883,0.0048145841946160926,0.06021132365480812,0.001669726346405677,1286166,True,False,1486,0.05049892942269624
2388,221,0.04881820189971284,0.42761120395484986,0.005220130463440973,0.06928550935803132,0.001536909677741611,672012,True,True,1204,0.12069107363225011
4190,219,0.04837640821736249,0.407653951671863,0.00440825023243372,0.05829227798716244,0.0016179540283007717,453290,True,False,1482,0.0911147417368355
855,219,0.04837640821736249,0.41096216738252195,0.008402093668239727,0.027990875060496828,0.0020013329172921496,706262,True,False,1188,0.0182648401826484
1919,218,0.04815551137618732,0.40629424769531397,0.002165773779440278,0.04711557318817586,0.0016363257403810528,1840748,True,True,2290,0.06865936667653152
2694,215,0.04749282085266181,0.44452333461723226,0.0045191525569380515,0.07327483034801499,0.0015103271728090465,252960,True,True,1063,0.10828080851988699
4208,210,0.04638833664678595,0.4296493889117367,0.0042762406548157135,0.04170875345805444,0.0016485304227252908,9455966,True,True,1633,0.07167919799498747
3054,208,0.04594654296443561,0.4197654921937336,0.004936607712380624,0.0525036154490759,0.001543348676498292,443366,True,True,2073,0.08180044593088072
3122,206,0.04550474928208527,0.4068443843368945,0.0022620345540620363,0.05609884502316388,0.0014765031652723619,762568,True,True,1632,0.11754676770068671
1976,206,0.04550474928208527,0.4054535884926338,0.003621108474103299,0.042297269947259325,0.001644404993110729,981054,True,False,226,0.062467440208382664
2901,199,0.04395847139385907,0.41036347898425907,0.0039046283194823757,0.045437757202521425,0.001517884773121465,1110161,True,True,1437,0.05634231764885031
1279,194,0.042853987187983215,0.4220453309939243,0.0048118904172417985,0.0506139935068161,0.001526561402647823,3085422,True,False,1151,0.077559959403878
2294,194,0.042853987187983215,0.4247499848915387,0.0042089870452639054,0.0448188425002359,0.001555298361902568,2696646,True,False,2106,0.05619357940280968
1381,190,0.04197039982328253,0.38877099022549105,0.0028621037325857078,0.036726397422217325,0.001503582209659857,13004480,True,False,2018,0.02734614313561682
2018,188,0.041528606140932185,0.4059648792725741,0.002385946022383624,0.04645938388733089,0.0013814112395357262,1040037,True,False,1545,0.08089657526453521
1687,188,0.041528606140932185,0.3954221871981153,0.008854076407210474,0.024454397568911716,0.001811239451829686,272387,True,False,1771,0.017692570258277394
3871,187,0.041307709299757016,0.4200784872480303,0.002551258657418148,0.05047309247482317,0.0014145577125414725,625363,True,False,976,0.0712437467655684
1220,182,0.04020322509388116,0.4066975356148816,0.0025189142181510503,0.04609250892335473,0.0013668697748977273,2485285,True,False,2085,0.058344969947179894
1800,181,0.039982328252705986,0.39280304076033795,0.004768346070658682,0.027410672653132045,0.001584857306846368,501028,True,False,2330,0.0281767955801105
896,181,0.039982328252705986,0.41631462125292057,0.002012501295575317,0.05746163207840152,0.0012893730577284118,1247455,True,False,2102,0.09226519337016574
213,179,0.03954053457035565,0.4072487656712856,0.0037113552104991827,0.04680935661476834,0.0013673937591216299,1244158,True,False,1459,0.06609754566568325
3615,178,0.03931963772918048,0.41643001844997857,0.0047052212236023145,0.046822060077098396,0.0013627439771608462,3921490,True,False,3228,0.07547768678981781
915,177,0.0390987408880053,0.4332008928954362,0.004202241262262694,0.05015407913904284,0.0013456684161760096,2025344,True,True,2538,0.07209809964047252
3781,177,0.0390987408880053,0.43541900199827244,0.003794921963070985,0.059067448968404435,0.0012564122074391112,1561464,True,False,1376,0.10817925012840267
12,176,0.03887784404683013,0.4306757849674264,0.004178475567940433,0.0594943686453078,0.0012697452227815465,2239736,True,False,2122,0.13344155844155844
2759,175,0.03865694720565496,0.4030604623219565,0.008116813906694604,0.03319657175284022,0.001456969421836166,765252,True,False,1888,0.09004926108374384
1486,173,0.03821515352330462,0.42830201365429227,0.003926820111300329,0.053072480412437464,0.0012082402499854392,884824,True,True,1624,0.1489447506385267
109,173,0.03821515352330462,0.4187514716792825,0.002497786541319165,0.04294779968688661,0.0012794856046815335,887605,True,True,710,0.07790025541067348
2548,171,0.03777335984095428,0.42283723517066496,0.002678739365974035,0.04860175056845438,0.0012423117825870363,347010,True,True,1542,0.08840729274165807
2951,171,0.03777335984095428,0.43487283767697005,0.008412004726263226,0.0401808451601404,0.0015745456467152982,1001801,True,True,1661,0.05283797729618163
2318,169,0.03733156615860393,0.44743592670347637,0.004689002657676239,0.059037545338575234,0.0011803685799316166,99396,True,False,1206,0.16913214990138067
2046,169,0.03733156615860393,0.42098095364133364,0.0033440536861048175,0.04999734201774645,0.0011832735894226943,1142931,True,False,2206,0.12947309101155255
4569,165,0.03644797879390325,0.43236973231812337,0.004310704298654991,0.05487369440443488,0.0011708315584644886,5911,False,False,2077,0.12069475240206948
3007,165,0.03644797879390325,0.408244754500373,0.002824326675591491,0.04867203250814,0.0011858390229635223,281300,True,False,1987,0.12409460458240947
1440,165,0.03644797879390325,0.4011233614884405,0.003055144350503927,0.02745396155796089,0.00139661324590984,834804,True,False,1700,0.03022912047302291
2379,163,0.03600618511155291,0.44277650944926983,0.003120227523248942,0.05717486046398419,0.0011620067913954062,91485,False,True,2333,0.11686737862606983
2361,161,0.03556439142920256,0.40658746862283424,0.0019807253020738633,0.049854346870880535,0.001090556530270724,73587,False,True,1503,0.11917701863354037
2885,160,0.035343494588027394,0.42062735321363676,0.0031819287917687557,0.04837005981481815,0.0012198481233553723,410053,True,False,801,0.0820754716981132
87,160,0.035343494588027394,0.4239907892459189,0.0025923905287552436,0.05597775549023252,0.0010845286975820578,30093,False,True,1982,0.17696540880503145
419,159,0.035122597746852224,0.3987456506842535,0.003978931574526395,0.03040489150489161,0.001291405279398857,882317,True,True,1579,0.02141549239710214
485,157,0.03468080406450188,0.4085407985572986,0.00450689230537088,0.02917818873533206,0.0013029544403774052,1201689,True,False,2226,0.04646415155969296
2558,156,0.03445990722332671,0.4460631521856807,0.0023985292233808775,0.06365559575861349,0.001080654500027986,261714,True,False,1370,0.14689826302729528
3526,155,0.03423901038215154,0.41497303099936633,0.0022479134775399367,0.052718841908202314,0.0010510385217071894,36980,False,True,1144,0.17712609970674487
1212,154,0.034018113540976364,0.43936655192865254,0.002744021407519966,0.056353083761452184,0.0010606150387450464,70516,False,True,1769,0.12588065529241999
1802,153,0.033797216699801194,0.3771882240927373,0.0011144424215824434,0.026253264214935932,0.001221034788291697,5632071,True,False,2068,0.0956312349501204
3552,152,0.033576319858626025,0.41681513823028926,0.0022070045416991654,0.04143365920988169,0.0011487070931116429,575604,True,False,1034,0.06326246078773091
2754,150,0.03313452617627568,0.42603479437414854,0.0032755393095894713,0.04004649657021642,0.001159774618767039,1027152,True,False,2416,0.061655480984340046
2865,148,0.03269273249392534,0.4306346349784175,0.0028456696013460796,0.05181256941134025,0.0010424310177346032,130882,True,True,872,0.1788931788931789
4323,146,0.032250938811574995,0.42777354685688285,0.0033382218759258264,0.052210732922460375,0.0010529768257280844,12435,False,True,1653,0.13018422295701465
1941,146,0.032250938811574995,0.42311510417612824,0.006879025927149276,0.027354836687715562,0.001335286374262202,3433005,True,False,810,0.04034010392064242
2468,146,0.032250938811574995,0.42989527753568463,0.0033335273547393054,0.053705433912225174,0.0010723884077914472,121493,True,False,1305,0.18592347661785547
1462,145,0.032030041970399825,0.42172939924058367,0.005419455008392788,0.034196923005257014,0.0011587163467391606,211,False,False,595,0.04942528735632184
1496,144,0.031809145129224656,0.3804999653595709,0.0020356512419936845,0.030210747885162394,0.0011697858390359792,2032524,True,True,2082,0.07478632478632478
3387,144,0.031809145129224656,0.4065141237200431,0.0022324185590328694,0.04558114277259256,0.0010251219352887123,127321,True,True,1558,0.15860528360528361
393,144,0.031809145129224656,0.4234729014078848,0.0012941971898616826,0.058744337720995736,0.0009899292792241187,492896,True,False,2079,0.17395104895104896
483,142,0.03136735144687431,0.39664015574092387,0.0029534563382474493,0.029041873995819104,0.0011624159409236463,3145457,False,False,1565,0.04315253221456398
2804,141,0.03114645460569914,0.4251105536393245,0.002666185741371632,0.04260434603354567,0.001098717587204512,1892234,True,False,1240,0.0894630192502533
4468,139,0.0307046609233488,0.3892410475588667,0.0013474043593644036,0.03873579577135091,0.0009485585150108096,39173,False,True,1669,0.1867375664685643
562,139,0.0307046609233488,0.3789642722344335,0.0011143292179089594,0.029221322612303334,0.0010643019788167318,814267,True,True,1144,0.0552601397143155
1455,139,0.0307046609233488,0.43698100539888673,0.002542619394037919,0.05436604178632096,0.0009587969643544271,128280,True,True,1902,0.16922114482327183
222,138,0.030483764082173626,0.42688218314871357,0.002425631427334324,0.05003012632402932,0.0010159790416859773,141243,True,False,1686,0.13244472654183856
497,138,0.030483764082173626,0.43736264819836174,0.0024732093608715133,0.054529958940201975,0.0009702641679115428,31924,False,True,2324,0.13530096265735744
3541,137,0.030262867240998456,0.39998421101208004,0.00197313347975548,0.04256206754881758,0.0009339718773646524,41928,True,False,3534,0.18999570631172177
2533,135,0.029821073558648114,0.37668383532671273,0.0024044696971203057,0.028264299180494792,0.001092318520706918,1781145,True,False,1256,0.07506909894969596
2223,135,0.029821073558648114,0.3867028819977793,0.001787775717539772,0.030473755892969703,0.0010426050940438784,234776,True,False,937,0.06058595909342178
570,135,0.029821073558648114,0.41111211253161706,0.0026938360025185316,0.034966363796081014,0.000985698646659814,59614,True,False,1598,0.12437810945273632
2989,133,0.02937927987629777,0.43047011362790044,0.0025832992508468514,0.04045820147817533,0.0009350983954354155,32584,False,True,736,0.16017316017316016
3496,133,0.02937927987629777,0.4432991137684782,0.003770163860618524,0.046060038652014,0.0009995175956463793,116005,False,True,1621,0.10503531556163136
3592,133,0.02937927987629777,0.389140225322407,0.0010681143108095302,0.03842376437978452,0.0008993126695835898,84466,True,False,1759,0.19731146046935522
316,130,0.028716589352772257,0.43411886820305506,0.0019526391728925823,0.0542583044896098,0.0009480517948311044,603968,True,True,1653,0.17209302325581396
2742,130,0.028716589352772257,0.4218873059706185,0.0023584130284763256,0.04976657110062694,0.0008842271206576004,8387,False,False,1323,0.21967799642218247
2105,130,0.028716589352772257,0.4242701769447536,0.0029002080273004046,0.041758769056522024,0.0009110679438871056,33516,False,True,962,0.14251639833035182
3572,129,0.028495692511597087,0.39899274873265916,0.0010279379322100889,0.0356303694959566,0.0009504018363655047,2878763,True,False,1993,0.08248546511627906
1784,127,0.02805389882924674,0.39524880204192914,0.0013184560503172874,0.04194893942316496,0.0008882388562863362,208895,True,False,875,0.12710911136107986
560,127,0.02805389882924674,0.3905226661194106,0.0012347682852532219,0.0379513030169768,0.00089089971328998,80185,True,True,834,0.18697662792150982
1276,125,0.0276121051468964,0.41554693801255005,0.0013956845798641735,0.04446809004552243,0.0008822899693124658,141364,False,True,681,0.13174193548387098
1505,125,0.0276121051468964,0.4247099594500676,0.0017908684664807131,0.048136140010719176,0.0008816909956849302,37528,False,True,1255,0.18129032258064517
3590,125,0.0276121051468964,0.4090227869755983,0.0011171229761131557,0.03704746190610388,0.0009059540543327484,824903,True,True,1786,0.10464516129032259
1383,124,0.02739120830572123,0.4192968731681196,0.002408931775535387,0.047841468625595615,0.0008758541759516619,191876,False,True,1903,0.16614214529242066
2156,124,0.02739120830572123,0.43166574941903246,0.0028267028728414974,0.040978015991214284,0.0009140230527663564,1027785,True,False,1812,0.11264096511932861
79,122,0.026949414623370888,0.43600871526401447,0.003980912656483076,0.04491373460196486,0.0009602219640450874,188709,False,True,1854,0.10377997561306056
1444,122,0.026949414623370888,0.42948561937146157,0.0034362245454736297,0.03330023552781628,0.0009545840214961948,199491,True,True,978,0.11041864246037122
3621,122,0.026949414623370888,0.4082817365417264,0.0016517555103122432,0.03656412081847451,0.0009482552599607125,673886,True,False,1822,0.11136702343855846
3804,122,0.026949414623370888,0.3917786934704553,0.002060625267830429,0.03397062701963914,0.000895143277797559,139660,False,True,1698,0.10486383958813168
3078,122,0.026949414623370888,0.3768728229520961,0.002301147557680039,0.02048900348487694,0.0010288571294557371,1344874,True,False,2018,0.09334778485300095
1258,121,0.026728517782195715,0.42899505898382995,0.0022553905433167665,0.042132999574753964,0.000870882733600968,69848,False,True,1534,0.10977961432506887
1676,120,0.026507620941020545,0.42454993309006384,0.0015354392532998826,0.04268513641102101,0.0008398613849699916,98406,False,True,1509,0.11610644257703082
1988,120,0.026507620941020545,0.384295880771156,0.0009802888504639093,0.027179456501921318,0.0009257431498905703,1299350,True,False,662,0.05798319327731093
2491,120,0.026507620941020545,0.4054900665482787,0.0011660621478327983,0.04423317497057892,0.0008402928547480622,65998,True,False,1215,0.19257703081232494
111,120,0.026507620941020545,0.4033490325473526,0.0014175788963703179,0.037360374306115114,0.0008359680910146108,118173,True,False,1432,0.17240896358543417
823,120,0.026507620941020545,0.39657035544954844,0.0012219409532107444,0.038113917827927175,0.0008318481799127252,29616,False,True,1899,0.17184873949579832
527,119,0.026286724099845372,0.389106629516025,0.0010899906614459662,0.032347143423198284,0.0008796291885874176,484491,True,False,1624,0.11052556615866686
1958,119,0.026286724099845372,0.41531718482161056,0.0013038626395374,0.04047219365740604,0.0008418105197724408,354555,True,False,3027,0.1491240564022219
2830,119,0.026286724099845372,0.4317898150684152,0.001985563484433881,0.04524563944672903,0.0008433516041529454,4877,False,False,1594,0.1301808859136875
1479,119,0.026286724099845372,0.3954221871981153,0.0012234228874767226,0.03757634799714373,0.0008250035124841754,23716,False,True,1150,0.19185301239139724
1061,118,0.026065827258670203,0.39984227197339584,0.0011887239147918538,0.032414354246797,0.0008775619748495785,3551638,True,False,1627,0.07040417209908735
4078,117,0.02584493041749503,0.4136400596259286,0.001389449759881374,0.03942219381215478,0.0008633253819923123,164183,True,False,1287,0.12231063955201886
